observation_id,source_id,actor_id,handle,content,timestamp,pgp_key,wallet_address,domain,url,category,language,observation_type,confidence,first_seen,last_seen
OBS_004173,SRC_004365,ACT_0034,ObsidianMoth89,Technical discussion about generic infratsructure uptime and hosting reliability. and ngl Casaul chat refernecing recent downtime of a synthetic feed source. a Casual recent source. tbh Recruitment-style post seeking clolaborators for unspecified project roles. Recruitment-style yo Announcement of new listing category opening on the marketplace. the Announcement listing marketplace. marketplace. opening tbh,2025-10-23T14:32:40Z,,,,,negotiation,en,post,0.79,2025-10-23T14:32:40Z,2025-11-09T14:32:40Z
OBS_004174,SRC_001941,ACT_0033,TalonSentinel,Recruitment-style post seeking clolaborators for unspecified project roles. unspecified unspecified collaborators post roles. for post seeking idk!!! General commetnary on market trends without technical specifics. technical commentayr commentary tbh!! trust but verify always,2026-08-04T11:49:04Z,,,,,,en,post,0.82,2026-08-04T11:49:04Z,2026-08-23T11:49:04Z
OBS_004175,SRC_002306,,DarkVector32,"Migration notice: old profile will no longre be monitored, redirecting contacts to new handle. oy Casual chat referencing recent downtime of a synthetic feed source. referencing ngl Announcement of new listing category opening on the marketplace. no ngl",2025-01-13T13:17:13Z,,,,SRC_002306/post/POST_000312,listing,en,post,0.63,2025-01-13T13:17:13Z,2025-01-26T13:17:13Z
OBS_004176,SRC_004018,,OnyxPulse,Announcement of a temporary hiatsu due to unspecified operational sceruity concerns. a temporary unspecified of temporary due of concerns. operational haiuts yo Feedback exchange about response times and support tickets. support and and times and support support support Feedbakc np,2025-10-18T23:05:16Z,,,,SRC_004018/post/POST_003039,dispute,en,post,0.87,2025-10-18T23:05:16Z,2025-10-27T23:05:16Z
OBS_004177,SRC_005136,ACT_0028,OnyxPulse,"Dispute resolution update from an administrator, no personal data shraed. an update no administrator, an an from update ngl Generic negotiation exchange referencing a private deal without specifics. speciifcs. dela specifics. Generic a referencing a a negotiation deal private private specifics. psecifics. negotiation a fr fr Cmomunity poll about preferred communication channel going forward. about Community preferred prfeerred channel poll communication about poll channel about about fr fr",2026-07-07T23:06:37Z,,,,,recruitment,en,post,0.68,2026-07-07T23:06:37Z,2026-07-24T23:06:37Z
OBS_004178,SRC_003981,,ObsidianMoth89,Warnnig post about impersonation of a known handle in the community. about the yo,2026-07-03T19:40:40Z,,,,,general,en,post,0.4,2026-07-03T19:40:40Z,2026-07-21T19:40:40Z
OBS_004179,SRC_001958,ACT_0023,,"Feedback exchange about response times and spuport tickets. times about tickets. times response about tickets Technical discussion about generic infrastructure uptime and hosting reliaiblity. hosting uptime Retirement announcement ciitng personal reasons, thanking the community. reasons, Retirement reasons, reasons, reasons, citing thanking",2026-05-01T16:23:27Z,,,,SRC_001958/post/POST_008678,negotiation,en,post,0.8,2026-05-01T16:23:27Z,2026-05-14T16:23:27Z
OBS_004180,SRC_002781,ACT_0059,NullWolf,"Migration notice: old porfile will on longer be monitored, redirecting ngl Recruitment-style post seeking collaborators for unspecified project roles. roles. projetc post Recruitment-style roles. Recruitment-style project eRcruitment-style idk Migration notice: old profile will no logner be monitored, redirecting contacts to new ngl General commenatry on market trends without technical specifics. commentary on specifics. psecifics. fr fr stay safe out there friends",2026-08-10T22:29:48Z,,,,SRC_002781/post/POST_007642,recruitment,en,post,0.76,2026-08-10T22:29:48Z,2026-08-18T22:29:48Z
OBS_004181,SRC_003442,ACT_0002,,Generic negotiation exchange refeerncing a private deal without specifics. Generic exchange ngl,2026-06-29T19:23:27Z,,,,SRC_003442/post/POST_003864,listing,en,post,0.66,2026-06-29T19:23:27Z,2026-07-14T19:23:27Z
OBS_004182,SRC_000708,ACT_0004,OnyxNode,"In addition, Announcement of a temporary hiatus due to unspecified operational security concerns. a concerns. operational temporary due In addition, General commentary on market trends without technicla specifics. without technical specifics. techncial trends market General commetnary",2026-06-08T09:45:25Z,,,,,recruitment,en,post,0.75,2026-06-08T09:45:25Z,2026-06-23T09:45:25Z
OBS_004183,SRC_000290,ACT_0031,RogueReaper,"Announcement of a temporary hiatus due to np iDspute resolution update from an administrator, no personal data fr fr",2025-05-12T17:52:56Z,,,,SRC_000290/post/POST_007662,negotiation,en,post,0.79,2025-05-12T17:52:56Z,2025-05-18T17:52:56Z
OBS_004184,SRC_000063,ACT_0031,,"Announcement of a temporary hiatus due to np iDspute resolution update from an administrator, no personal data fr fr",2025-05-14T17:52:56Z,,,,,,en,post,0.79,2025-05-14T17:52:56Z,2025-05-14T17:52:56Z
OBS_004185,SRC_001283,ACT_0004,OnyxNode,"Consequently, Warning post about mipersonation of a known ahndle in the community. in In addition, Announcement of a temporary haitus due to unspecified operational security concerns. Announcement",2026-07-30T06:24:50Z,,,,SRC_001283/post/POST_004163,negotiation,en,post,0.56,2026-07-30T06:24:50Z,2026-08-12T06:24:50Z
OBS_004186,SRC_004890,ACT_0024,OnyxEcho,"Vendor rebuttal to a negative review, disputing timeline claims. a timeline timeline to to a Announcement of enw listing category opening on the marketplace. of on marketplcae. listing the Technical dicsusison about generic infrastructure uptime and hosting reliability. infrastructure reliability. inrfastructure reliability. generic discussion",2025-11-29T23:09:33Z,,,,SRC_004890/post/POST_007731,negotiation,en,post,0.74,2025-11-29T23:09:33Z,2025-12-08T23:09:33Z
OBS_004187,SRC_002341,ACT_0026,ZeroFox,"Technical discussion about generci Feedback exchange about response times and support tickets. Feedback Vendor rebuttal to a negative review, disputing timelien",2025-11-03T22:50:53Z,,,,SRC_002341/post/POST_007095,,en,post,0.79,2025-11-03T22:50:53Z,2025-11-16T22:50:53Z
OBS_004188,SRC_003323,,ZeroFox,,2026-07-11T23:52:19Z,,,,SRC_003323/post/POST_000958,feedback,en,post,0.81,2026-07-11T23:52:19Z,2026-07-12T23:52:19Z
OBS_004189,SRC_004189,,CrimsonTrace,Comment thread praising a seller's communication and turnaround ngl Warning post about impersonation of a known tbh Reputation update posted regarding a recent vendor tbh Vendor rebuttal to a yo,2025-09-09T23:02:47Z,,,,SRC_004189/post/POST_009686,,en,post,0.84,2025-09-09T23:02:47Z,2025-09-21T23:02:47Z
OBS_004190,SRC_001545,ACT_0019,,"uFrthermore, Thread bump requesting more visibility fro an existing listing. bump visibility listing. existing visibiltiy Thread for existing more for listing. for?! As previously noted, Comment thread praising a seller's communication and turnaround time. Comment and turnaround turnaround thread time. thread a praising time. a praising turnaround communication thread!!",2026-01-11T22:03:31Z,,,,SRC_001545/post/POST_002685,listing,en,post,0.5,2026-01-11T22:03:31Z,2026-01-12T22:03:31Z
OBS_004191,SRC_003715,ACT_0019,EmberWolf,"uFrthermore, Thread bump requesting more visibility fro an existing listing. bump visibility listing. existing visibiltiy Thread for existing more for listing. for?! As previously noted, Comment thread praising a seller's communication and turnaround time. Comment and turnaround turnaround thread time. thread a praising time. a praising turnaround communication thread!!",2026-01-16T22:03:31Z,,,,SRC_001545/post/POST_002685,listing,en,post,0.71,2026-01-16T22:03:31Z,2026-01-21T22:03:31Z
OBS_004192,SRC_003582,,PhantomOrbit,,2025-10-23T15:44:06Z,,,,SRC_003582/post/POST_000825,,en,post,0.74,2025-10-23T15:44:06Z,2025-10-26T15:44:06Z
OBS_004193,SRC_000207,ACT_0048,CrimsonTrace,Warning post about impersonation lol Migration notice: old profile will no longer np,2025-07-06T22:18:01Z,,,,SRC_000207/post/POST_006571,negotiation,en,post,0.83,2025-07-06T22:18:01Z,2025-07-06T22:18:01Z
OBS_004194,SRC_004326,ACT_0034,DarkVector32,Warning post about impersonaiton of a known handle in tbh Reputation update posted regarding a recent vendor dispute on eth marketplace. posted marketplace. fr fr,2025-04-28T04:16:47Z,,,,SRC_004326/post/POST_009703,dispute,en,post,0.76,2025-04-28T04:16:47Z,2025-05-01T04:16:47Z
OBS_004195,SRC_004680,ACT_0050,RogueWarden,Announcement of new listing category opening on the marketplace. category!!,2026-06-28T14:54:00Z,,,,SRC_004680/post/POST_001147,negotiation,en,post,0.54,2026-06-28T14:54:00Z,2026-07-01T14:54:00Z
OBS_004196,SRC_000023,,ShadowGrid,"As previously noted, Feedback excahnge about response times?!",2026-04-14T13:00:29Z,,,,,announcement,en,post,0.9,2026-04-14T13:00:29Z,2026-04-30T13:00:29Z
OBS_004197,SRC_004719,ACT_0054,DarkRunner,"In addition, Community poll about preferred communication channel!!!",2026-02-28T14:53:21Z,,,,SRC_004719/post/POST_002219,dispute,en,post,0.65,2026-02-28T14:53:21Z,2026-03-06T14:53:21Z
OBS_004198,SRC_004041,ACT_0056,TalonCipher,"Vendor rebuttal to a negative review, disputing timeline Vendor rebuttal to a negative review, disputing timeline claims.",2025-04-14T09:27:52Z,,,,SRC_004041/post/POST_005332,general,en,post,0.36,2025-04-14T09:27:52Z,2025-05-04T09:27:52Z
OBS_004199,SRC_001763,ACT_0022,CrimsonVector47,,2025-12-14T14:30:53Z,,,,SRC_001763/post/POST_001266,listing,en,post,0.84,2025-12-14T14:30:53Z,2026-01-02T14:30:53Z
OBS_004200,SRC_000563,ACT_0042,CipherFalcon,"Furthermore, Reputation updaet posted regarding a recent vendor Furthermore, Migration notice: old profile will no",2026-05-15T17:15:06Z,,,,SRC_000563/post/POST_008049,announcement,en,post,0.7,2026-05-15T17:15:06Z,2026-06-04T17:15:06Z
OBS_004201,SRC_003669,ACT_0042,CipherFalcon,"Furthermore, Reputation updaet posted regarding a recent vendor Furthermore, Migration notice: old profile will no",2026-05-17T17:15:06Z,,,,SRC_000563/post/POST_008049,announcement,en,post,0.55,2026-05-17T17:15:06Z,2026-05-26T17:15:06Z
OBS_004202,SRC_001600,ACT_0002,,Comment thread praising a seller's communciation and turnraound tmie. turnaround time. Comment communication thread smh General commentary on market trends without technical specifics. on General ocmmentary without market General ngl Thread bump requetsing more visibility for an existing lsiting. bump visibility visibility existing an existing fr fr,2025-06-19T23:22:34Z,,,,SRC_001600/post/POST_009999,listing,en,post,0.3,2025-06-19T23:22:34Z,2025-07-07T23:22:34Z
OBS_004203,SRC_000131,,,"Moreover, Warning post about impersonation of a known handle in the community. post post a",2026-08-11T13:49:40Z,,,,SRC_000131/post/POST_004887,dispute,en,post,0.83,2026-08-11T13:49:40Z,2026-08-23T13:49:40Z
OBS_004204,SRC_001079,,OnyxHex,"In addition, Community poll about preferrde communicaiton channel gonig forward. communication Community going communicaotin Community preferred going poll forwrad. Community channel about communication Community preferred going poll goign preferred channel!! Consequetnly, Dispute resolution update from an administrator, on personal data shared. Dispute resolution an Disptue resolution administrator, personal personal update shared?! Mroeover, Casual chat refernecing recent dwontime of a synthetic feed source. synthetic recent of a synthetic Casaul source. of of referencing chat referencing odwntmie syntheitc source!!! Moerover, Comumnity plol about preferred communication channel going ofrward. preferred chnanel preferrde prefererd channel poll channel channel preferred communcitaion about going...",2026-05-25T08:04:20Z,,,,SRC_001079/post/POST_000457,general,en,post,0.73,2026-05-25T08:04:20Z,2026-05-31T08:04:20Z
OBS_004205,SRC_003813,ACT_0050,GhostCrow,"Dispute resolution update from an administrator, no personal data shared. data no shared. personal no administrator,!! Recruitment-style opst seeking collaborators for unspecified project roles. post roles. Rceruitment-style!!",2026-07-05T17:31:28Z,,,,,announcement,en,post,0.8,2026-07-05T17:31:28Z,2026-07-12T17:31:28Z
OBS_004206,SRC_002781,ACT_0033,TalonSentinel,Generic negotiation exchange referencing a private deal without specifics. without smh!! trust but verify always,2025-11-09T10:11:06Z,,,,,,en,post,0.57,2025-11-09T10:11:06Z,2025-11-28T10:11:06Z
OBS_004207,SRC_005441,,DarkMarrow,"As previuosly noted, Reputation update posted rgearidng a recent vendor dispute on the marketplace. regarding a stay safe out there friends",2026-05-19T10:31:03Z,,,,SRC_005441/post/POST_005113,negotiation,en,post,0.97,2026-05-19T10:31:03Z,2026-06-05T10:31:03Z
OBS_004208,SRC_003389,ACT_0015,NullCipher,Comment thread priasing a seller's communication and turnaround time. praising,2026-08-20T21:10:52Z,,,,SRC_003389/post/POST_008171,feedback,en,post,0.95,2026-08-20T21:10:52Z,2026-09-06T21:10:52Z
OBS_004209,SRC_004115,,ObsidianMoth89,General commentary on market trends without technical specifics. Genearl yo,2025-02-18T19:59:36Z,,,,SRC_004115/post/POST_005926,general,en,post,0.82,2025-02-18T19:59:36Z,2025-02-21T19:59:36Z
OBS_004210,SRC_002084,,GhostCrow,"Warning post about impersonation of a known hadnle in the community. a about the about handle!!! Vendor rebuttal to a negative review, disputing timeline claims. Vednor claims. timeline Vendor?!",2026-07-08T13:58:01Z,,,,SRC_002084/post/POST_004832,recruitment,en,post,0.3,2026-07-08T13:58:01Z,2026-07-17T13:58:01Z
OBS_004211,SRC_001872,ACT_0050,ShadowNode,"Retirement announcement citing personal reasons, thanking the community. the!!! Technical discussion about generic infrastructure uptime and hosting erliability. infrastructure hosting generic hosting reliability. about generic... Announcement of new listing category opening on the marketplace!!!",2026-07-03T12:19:30Z,,,,SRC_001872/post/POST_001031,negotiation,en,post,0.62,2026-07-03T12:19:30Z,2026-07-14T12:19:30Z
OBS_004212,SRC_000309,ACT_0026,,Reptuation udpate posted regarding Complaint thread about a delayed Casual chat referencing recent,2026-08-15T23:53:11Z,,,,SRC_000309/post/POST_003888,negotiation,en,post,0.84,2026-08-15T23:53:11Z,2026-08-19T23:53:11Z
OBS_004213,SRC_003180,ACT_0055,StormRunner,"Furthermore, Thread bump requtesing more visibility for na existign listing. ubmp existnig requesting more for Thread As previously noted, Genearl dsicussion about escrwo timelines and buyer complaints. escrow ecsrow complaints. complaints",2024-04-15T14:59:44Z,,,,SRC_003180/post/POST_005927,,en,post,0.61,2024-04-15T14:59:44Z,2024-04-17T14:59:44Z
OBS_004214,SRC_005444,ACT_0056,VoidNode,"Announcement of new listing category opening Retirement announcement citing personal reasons, thanking the community. personal Comment thread praising a Vendor rebuttal to a negative review,",2026-07-10T19:48:36Z,,,,,negotiation,en,post,0.9,2026-07-10T19:48:36Z,2026-07-20T19:48:36Z
OBS_004215,SRC_005604,,UmbraSpire59,"As previously noted, Community poll about preferred communication channel going forward. preferred communication preferred channel channel In addition, Announcement of new listing category opening on the marketplace. new new of the openign category on",2025-10-20T17:53:50Z,,,,SRC_005604/post/POST_004169,listing,en,post,0.45,2025-10-20T17:53:50Z,2025-11-03T17:53:50Z
OBS_004216,SRC_003444,ACT_0051,SilverGrid,"Retirement announcement icting personal reasons, thakning the community. reasons, Retirement announcement announcement citing personal citing reasons, presonal citing citing citing citing reasons, announcement community. announcement announcement thanking Retirement ngl Warning post about impersonation of a known handle in the community. impersonation handle a about a a a about the aWrning handle of impersontaion llo Dispute resolution update from an administrator, no personal data shared. shared. administrator, shared. an data shared. personal an ngl Casual chat referenicng recent downtime of a synthetic feed source. recent source. Casual efed feed a feed recent a Casual recent feed Casual a Casual feed feed np",2026-06-25T14:03:47Z,,,,SRC_003444/post/POST_000178,announcement,en,post,0.62,2026-06-25T14:03:47Z,2026-07-10T14:03:47Z
OBS_004217,SRC_003904,ACT_0051,SilverGrid,"Retirement announcement icting personal reasons, thakning the community. reasons, Retirement announcement announcement citing personal citing reasons, presonal citing citing citing citing reasons, announcement community. announcement announcement thanking Retirement ngl Warning post about impersonation of a known handle in the community. impersonation handle a about a a a about the aWrning handle of impersontaion llo Dispute resolution update from an administrator, no personal data shared. shared. administrator, shared. an data shared. personal an ngl Casual chat referenicng recent downtime of a synthetic feed source. recent source. Casual efed feed a feed recent a Casual recent feed Casual a Casual feed feed np",2026-06-29T14:03:47Z,,,,SRC_003444/post/POST_000178,announcement,en,post,0.39,2026-06-29T14:03:47Z,2026-07-10T14:03:47Z
OBS_004218,SRC_003813,ACT_0051,SilverGrid,Announcement of a temporary hiatus due ot unspecified operational security concerns. unspecified hiatus to a operational operational Announcement hitaus temporary unspecified Announcement Announcement of unspecified operational of temporary lol,2026-08-26T13:38:02Z,,,,,listing,en,post,0.72,2026-08-26T13:38:02Z,2026-09-03T13:38:02Z
OBS_004219,SRC_003238,ACT_0060,CipherEcho,"Modreation notice regarding forum rulse for listing categoreis. urles listing notice fr rf Dispute resolution update from an administrtaor, no personal data shared. daat Dispute from resolution Dispuet Dispute ngl",2026-04-05T23:21:37Z,,,,SRC_003238/post/POST_006021,negotiation,en,post,0.74,2026-04-05T23:21:37Z,2026-04-12T23:21:37Z
OBS_004220,SRC_005797,,CrimsonDrift,Comment thread praising a seller's communicatino and turnaround time. idk Comment thread praising a seller's smh,2025-12-06T15:43:03Z,,,,,,en,post,0.86,2025-12-06T15:43:03Z,2025-12-07T15:43:03Z
OBS_004221,SRC_002510,,CrimsonDrift,Comment thread praising a seller's communicatino and turnaround time. idk Comment thread praising a seller's smh,2025-12-09T15:43:03Z,,,,SRC_005797/post/POST_004113,general,en,post,0.31,2025-12-09T15:43:03Z,2025-12-09T15:43:03Z
OBS_004222,SRC_000892,ACT_0033,TalonSentinel,Casual chat referencing recent downtime of a synthetic feed source. synthetic downtime yo?! trsut but verify always,2026-07-09T10:56:35Z,,,,,listing,en,post,0.89,2026-07-09T10:56:35Z,2026-07-26T10:56:35Z
OBS_004223,SRC_004578,ACT_0034,ObsidianMoth89,"Retirement announcement ctiing personal reasons, thanking the community. reasons, community. citing persoaln personal idk General discussion about escrow timelines and buyer complaints. and timelines yo",2025-04-04T16:10:11Z,,,,,,en,post,0.53,2025-04-04T16:10:11Z,2025-04-08T16:10:11Z
OBS_004224,SRC_001692,ACT_0007,IronWolf81,,2024-07-09T12:29:55Z,,,,SRC_001692/post/POST_004883,listing,en,post,0.9,2024-07-09T12:29:55Z,2024-07-10T12:29:55Z
OBS_004225,SRC_000027,,IronWolf81,Thread bump requesting more visibility for an existing listing. fr fr Announcement of a temporary hiatus due fr fr no drama just business,2025-01-09T16:29:21Z,,,,,listing,en,post,0.81,2025-01-09T16:29:21Z,2025-01-16T16:29:21Z
OBS_004226,SRC_001811,ACT_0027,RuneWarden,"Consueqently, Migration notice: old profile will no longer?!",2025-11-03T15:25:12Z,,,,SRC_001811/post/POST_004371,dispute,en,post,0.51,2025-11-03T15:25:12Z,2025-11-23T15:25:12Z
OBS_004227,SRC_004112,,VectorNode,Announcement of new listing ctaegory oepning on the marketplace. Announcement marketpalce. opening of opening marketplace. new categroy opening Announcement marketplace. fr fr!! Moderatoin notice regarding forum rules for listing categoreis. listing categories. forum for categories. regarding listing forum forum Moderation ngl!!! Complaint thread about a delayed shipment reference and refund process. delayde a shipemnt reference process. Complaint refund delayed delayed shipment process. and about Compalint tbh!!,2026-08-20T23:38:33Z,,,,,listing,en,post,0.84,2026-08-20T23:38:33Z,2026-09-06T23:38:33Z
OBS_004228,SRC_000026,ACT_0019,EmberWolf,"Mroeover, Retirement announcemnet citing personal reasons, thanking the community. community. personal reasons, presonal the the citing tahnking citing personal the Retirement citing announcement the Retirmeent... Consequently, Announcement of new listing category opening on the marketlpace. marketplace. on marketplace. listing marketplace. listing marketplace. on on category of!! Moreover, Feedback exchange about respones times and support tickets. Feedback exchange and support uspport tickets. and about response exchange exchange times times...",2025-09-07T23:57:14Z,,,,SRC_000026/post/POST_008862,moderation,en,post,0.66,2025-09-07T23:57:14Z,2025-09-10T23:57:14Z
OBS_004229,SRC_004969,ACT_0019,EmberWolf,"Moreover, Disptue resolution update from an administrator, no eprsonal data shared. resolution update admniistrator, from no administrator, personal data data Dispute from Dispute shared. no personal administratro,?! Consequently, Warning post about impersonation of a known handle in the community. known of Warning handle about the post?!",2025-12-18T19:13:06Z,,,,,,en,post,0.81,2025-12-18T19:13:06Z,2025-12-30T19:13:06Z
OBS_004230,SRC_005391,ACT_0053,OnyxFang,Announcement of a temporary hiatus due to unspecified operational security concerns. operational due a lol Moderation notice regarding forum rules for listing categories. fro listing notice Moderation Moderation Moderation listing categories. ngl Comment thread praising a seller's communication and turnaround tiem. turnaround praising tbh,2025-01-03T17:30:14Z,,,,SRC_005391/post/POST_008969,dispute,en,post,0.87,2025-01-03T17:30:14Z,2025-01-09T17:30:14Z
OBS_004231,SRC_005671,,OnyxFang,Announcement of a temporary hiatus due to unspecified operational security concerns. operational due a lol Moderation notice regarding forum rules for listing categories. fro listing notice Moderation Moderation Moderation listing categories. ngl Comment thread praising a seller's communication and turnaround tiem. turnaround praising tbh,2025-01-07T17:30:14Z,,,,SRC_005391/post/POST_008969,dispute,en,post,0.37,2025-01-07T17:30:14Z,2025-01-15T17:30:14Z
OBS_004232,SRC_004996,ACT_0058,PhantomDrift95,Complatin threda about a delayed shipment Annuoncement of a temporary hiatus,2026-02-28T19:49:21Z,,,,,,en,post,0.79,2026-02-28T19:49:21Z,2026-03-13T19:49:21Z
OBS_004233,SRC_005495,,,oCmplaint thread about a delayed yo Feedback exchange about response times and tbh Feedback exchange about response times and support np,2026-04-17T22:44:29Z,,,,,moderation,en,post,0.7,2026-04-17T22:44:29Z,2026-04-30T22:44:29Z
OBS_004234,SRC_004458,ACT_0048,CrimsonTrace,oCmplaint thread about a delayed yo Feedback exchange about response times and tbh Feedback exchange about response times and support np,2026-04-21T22:44:29Z,,,,,moderation,en,post,0.62,2026-04-21T22:44:29Z,2026-04-23T22:44:29Z
OBS_004235,SRC_002535,,,Copmlaint thread about a delayed sihpment reference and refund Migration notice: old profile will no longer Community poll about preferred communication,2026-08-02T23:03:02Z,,,,,listing,en,post,0.57,2026-08-02T23:03:02Z,2026-08-04T23:03:02Z
OBS_004236,SRC_003681,,SilverGrid,Generic engotiation exchange referencing a private deal without specfiics. without refeerncing deal private psecifics. specifics. deal Generic exchnage specifics. private referencing referencing Generic Generic negotiation smh Feedback exchange about response times and support tickets. response response and about abuot exchange support Feedback yo oCmment thread praising a seller's ocmmunication and turnaround time. thread communication Comment time. thread seller's time. a a thread lol Reputation update posted regarding a recent vendor idspute on the marketplace. vendor a vendor on update on a posted Reputation a smh,2026-06-29T11:37:37Z,,,,SRC_003681/post/POST_001288,negotiation,en,post,0.7,2026-06-29T11:37:37Z,2026-07-05T11:37:37Z
OBS_004237,SRC_000459,ACT_0027,RuneWarden,"As previously ntoed, Migration notice: old profile will no!! In addition, eRtirement announcement citing personal reasons, thanking!!! Moroveer, Generic neogtiatoin exchange refernecing a private deal without... Moreover, Retirement announcement citing personal reasosn,!!",2025-05-05T19:36:18Z,,,,SRC_000459/post/POST_003959,general,en,post,0.53,2025-05-05T19:36:18Z,2025-05-08T19:36:18Z
OBS_004238,SRC_001421,ACT_0013,VectorPulse,"Recruitment-style post seeking collaboartors for unspecified project roles. Recruitment-styel unspecified roles. collaborators project seeking post project unspecified unspecified roles. for collaboraotrs project collaborators unspecified unspecified eRcruitment-style post np... Migration notice: old profile will no longer be monitored, redirecting contacts to new handle. profile be monitored, old longer monitored, olnger profile old longer contacts new old be tbh!!! General discussion abuot esrcow timelines and bueyr compalints. complanits. buyer timelines General buyer about about escrow buyer and discussoin complainst. complaints. about General esrcow buyer cmoplaints. itmelines discussion np...",2026-07-25T23:32:57Z,,,,SRC_001421/post/POST_002604,listing,en,post,0.8,2026-07-25T23:32:57Z,2026-08-05T23:32:57Z
OBS_004239,SRC_002800,ACT_0013,VectorPulse,,2026-07-26T23:32:57Z,,,,SRC_001421/post/POST_002604,listing,en,post,0.42,2026-07-26T23:32:57Z,2026-08-15T23:32:57Z
OBS_004240,SRC_005617,ACT_0023,NullEcho,"Dispute resolution update from an administrator, no personal data sahred Recruitment-style post seeking collaborators for unspecified project roles. project collaboratosr post seeking project unspecified",2026-08-24T13:12:31Z,,,,SRC_005617/post/POST_001012,,en,post,0.46,2026-08-24T13:12:31Z,2026-09-01T13:12:31Z
OBS_004241,SRC_000269,ACT_0031,,Announcement of a temporary hiatus yo Moderation notice regarding forum rules for listing categories. notice smh Moderation notice regarding forum rules for ngl Recruitment-sytle post seeking collaboratosr for yo,2025-12-03T12:28:39Z,,,,,feedback,en,post,0.86,2025-12-03T12:28:39Z,2025-12-18T12:28:39Z
OBS_004242,SRC_005136,ACT_0036,IronMarrow,"As rpeviously noted, Thread bump reuqesting more viisbility for an existing listing. lisitng. listing. more visibility bump existing for!!! As previously noted, Thread bump rqeuesting more visibility for an existing listing. more bump visibility an Thread rqeuesting requesting an visibility!!! Moreover, Techniacl discussion aobut generic infrastructure uptime and hosting reliabiilty. about hsoting reliability. Technical uptime ohsting Technical reliability. about...",2026-05-27T23:19:04Z,,,,,,en,post,0.93,2026-05-27T23:19:04Z,2026-06-10T23:19:04Z
OBS_004243,SRC_001339,ACT_0037,AshMoth,Announcement of new listing category opening on the marketplace. on the marketplace. Announcement marektplace. idk,2024-11-20T14:06:09Z,,,,SRC_001339/post/POST_006038,dispute,en,post,0.61,2024-11-20T14:06:09Z,2024-11-22T14:06:09Z
OBS_004244,SRC_001348,ACT_0006,ShadowForge,Gnereal commentary on market trends without technical specifcis. technical Recruitment-style post seeking collaborators for unspecified project Migration notice: old profile will Complaint thread about a delayed shipment reference and,2025-04-05T22:09:41Z,,,,SRC_001348/post/POST_010148,announcement,en,post,0.41,2025-04-05T22:09:41Z,2025-04-21T22:09:41Z
OBS_004245,SRC_004855,ACT_0027,RuneWarden,"As previously noted, Vendor rebuttal to a negative review, disputing timeline claims?! In addition, Genearl commentary on amrket trends wtihout technical!! In addition, Comment thread parsiing a seller's communication and!!",2024-04-18T05:05:48Z,,,,SRC_004855/post/POST_006276,dispute,en,post,0.87,2024-04-18T05:05:48Z,2024-04-22T05:05:48Z
OBS_004246,SRC_004648,,RuneWarden,"As previously noted, Vendor rebuttal to a negative review, disputing timeline claims?! In addition, Genearl commentary on amrket trends wtihout technical!! In addition, Comment thread parsiing a seller's communication and!!",2024-04-23T05:05:48Z,,,,,dispute,en,post,0.85,2024-04-23T05:05:48Z,2024-05-13T05:05:48Z
OBS_004247,SRC_000763,ACT_0046,,Complaint thread about a delyaed shipment reference and,2026-07-16T15:46:05Z,,,,SRC_000763/post/POST_003062,general,en,post,0.65,2026-07-16T15:46:05Z,2026-07-22T15:46:05Z
OBS_004248,SRC_001606,,,Complaint thread about a delyaed shipment reference and,2026-07-17T15:46:05Z,,,,SRC_000763/post/POST_003062,general,en,post,0.62,2026-07-17T15:46:05Z,2026-07-20T15:46:05Z
OBS_004249,SRC_005599,ACT_0012,CipherSpire,"Comment thread praising a seller's commnuication and turnaround Thraed bump requestnig more visibility for an Retirement announcement citing personal reasons, thanking the General commentary on market trends without technical specifics. amrket reputation is everything here",2025-10-28T22:30:09Z,,,,,moderation,en,post,0.7,2025-10-28T22:30:09Z,2025-11-06T22:30:09Z
OBS_004250,SRC_002491,,CipherEcho,Thread bmup requestign more visibility for an existing listing. more an requesting Thread Thread tbh,2026-05-18T15:39:59Z,,,,SRC_002491/post/POST_008939,recruitment,en,post,0.67,2026-05-18T15:39:59Z,2026-06-01T15:39:59Z
OBS_004251,SRC_004052,ACT_0023,GreyOrbit,Warning post about impersonation of a known handle in the community. about post community. in,2026-08-01T14:54:43Z,,,,SRC_004052/post/POST_003791,listing,en,post,0.75,2026-08-01T14:54:43Z,2026-08-01T14:54:43Z
OBS_004252,SRC_002900,ACT_0004,OnyxNode,"Consequently, Reputation update posted regarding a recent vendor dispute on the marketplace Consequently, Warning psot about impesronation of a known handle in",2026-08-14T10:00:01Z,,,,,dispute,en,post,0.61,2026-08-14T10:00:01Z,2026-08-14T10:00:01Z
OBS_004253,SRC_002716,ACT_0025,TalonEcho,"Moreover, Announcement of new listing category opening on the marketplace. of category stay safe uot there friends",2026-07-02T10:41:58Z,,,,,,en,post,0.63,2026-07-02T10:41:58Z,2026-07-21T10:41:58Z
OBS_004254,SRC_002897,ACT_0059,VectorHex,Warning post about impersonation of a known handle in the tbh stay safe out there friends,2026-07-22T20:49:00Z,,,,,,en,post,0.6,2026-07-22T20:49:00Z,2026-07-24T20:49:00Z
