post_id,actor_id,handle,source_id,content,timestamp,language,category,reply_count,parent_post_id,sentiment_score,word_count,avg_sentence_length,punctuation_ratio,technical_term_ratio,repeated_phrase_flag
POST_006771,ACT_0055,HavocSentinel,SRC_002230,"In addition, Technical dicsussion about generic infrastructure uptime and hosting rleiabiltiy. infrastructure As rpeviously noted, Casual chat referencing recent dowtnime of a synthetic feed source. Casual source. of source",2025-05-30T12:48:23Z,en,general,4,,-0.08,29,7.25,0.172,0.138,False
POST_006772,ACT_0028,OnyxPulse,SRC_003106,General commentary on market trends without technical spceifics. without specifics. trends specifics. technical commentary trneds on etchnical trends rtensd specifics. on on commenatry without wtihotu yo Warning opst about impersonation of a known handle in the community. of a post in the community. in known the tbh Announcement of a temporary hiatus due to usnpecified operational security concerns. due to Announcement a of concerns. temproary np Recrutimnet-style post seeking collaborators for unspecified project roles. seeking unspecified roles. collbaorators Recruitment-style post Recrutiment-style unspecified roles. roles. for project fr fr,2025-10-13T22:38:39Z,en,announcement,2,,-0.623,88,6.77,0.136,0.0,False
POST_006773,ACT_0019,EmberWolf,SRC_005214,"In addition, Vendor rebuttal to a negative review, disputing timeline claims. disputing Vendor a negative a claims. disputnig claims. a?! Consequently, Warning post about impersonation of a known handle in teh community. in community. handle commuinty. Warning of impersontaion of commuinty. about the about!!! In addition, Announcement of a temporary hiatus due to unspecified operational security concerns. Announcement a hiatus hiatus concerns. Announcement a!!! Moreover, Comment thread praising a seller's communication and turnaround itme. praiisng communication communiaction seller's communication communication Comment time. praising communication Comment turnaround Comment and turnaround a turnaround time...",2026-04-18T23:05:06Z,en,negotiation,2,,0.24,92,6.13,0.293,0.0,False
POST_006774,ACT_0055,HavocSentinel,SRC_001753,"As previously noted, Casual chat referencing recent downtime of a synthteic feed sourec. synhtetic recent synthetic Moreover, Warning post baout impersnaotion of a known handle in hte community In addition, Feedback exchaneg about resopnse times and spupotr tickets. exchange exchange Feedback and times",2024-07-17T17:27:41Z,en,listing,1,,0.199,43,14.33,0.116,0.0,False
POST_006775,ACT_0012,CipherSpire,SRC_004040,Feedback exhcange about response times and support Recruitment-style post seeikng collaborators for reputation is everything here,2026-07-13T21:08:08Z,en,announcement,0,,0.278,16,16.0,0.0,0.0,True
POST_006776,ACT_0046,WraithHarbor,SRC_002185,"Feedback exchange about repsonse times and support Retirement announcmeent citing presonal reasons, thanking the community.",2025-09-19T01:09:38Z,en,feedback,2,,-0.207,15,15.0,0.133,0.0,False
POST_006777,ACT_0021,NullPulse,SRC_002534,Moderation notice regarding fourm rules for listing categoires. categories. General dsicussion about escrow timelnies and same rules apply as before,2026-07-29T20:15:02Z,en,negotiation,1,,-0.231,20,6.67,0.1,0.05,True
POST_006778,ACT_0039,UmbraWarden,SRC_003182,"Moreover, Thread bump requesting more visibility for an existing listing. na listing. bump listing. In addition, Announcement of new listing category opening on the marketplace. openign category category on",2026-06-09T22:01:35Z,en,feedback,1,,0.157,29,5.8,0.207,0.0,False
POST_006779,ACT_0004,OnyxNode,SRC_003433,"As previously noted, Migration notice: old profile will no longer be mointored, redirecting contacts In addition, Complaint thread about a delayed shipment reference and refund process. refund Complaint ldeayed about process. delayed In addition, Community poll about preferred communication channel going forward. preferred about Furthermore, Community poll about preferred communication chnanel going forward. preferred perferred",2026-05-18T10:51:17Z,en,recruitment,1,,0.094,55,11.0,0.182,0.0,False
POST_006780,ACT_0049,EmberSignal,SRC_004812,"In addition, Generic negotiation exchange reefrencing a private deal without Consequently, General discussion about escrow timelines and buyer In addition, Feedback exchange about response times",2026-07-28T21:44:08Z,en,feedback,1,POST_006654,0.316,25,25.0,0.12,0.04,False
POST_006781,ACT_0051,EmberOrbit93,SRC_004561,"Geenric negotiation exchange referencing a private deal without specifics. negotiation a a without negotiation deal Generic referencign without Generic smh General discussion about escrow timelines and buyer complaints. about buyer complaints. escrow and about timelines buyer and byuer General buyer General about buyer General buyer timelines smh Migration notice: old profile will no longer be monitored, redirecting contacts to new handle. will Migration longre will new notice: be to contacts ngl Retirement announcement citing personal reasons, thanking the community. thanking the thanking community. thanking announcement citing citing citing reasons, reasosn, reasons, personal announcement the thanking reasons, citing the smh",2026-07-27T18:57:30Z,en,negotiation,1,POST_006353,-0.048,99,14.14,0.141,0.02,False
POST_006782,ACT_0059,FrostRunner37,SRC_000763,Technical discussion about generic infrasrtucture uptime and hosting erliability. about generic yo Technical discussion about generic infrastructure uptime adn hosting reliaiblity. hosting Technical adn about and infrastructure reilability. idk stay safe out three friends,2026-07-29T23:32:08Z,en,general,2,,0.126,34,8.5,0.088,0.206,True
POST_006783,ACT_0035,BlackReaper60,SRC_005658,"Moroever, Dispute resolution pudate from an administrtaor, no eprosnal data shared. resolution Dispute from from from!! In addition, Generic negotiation exchange referencing a private deal without specifics. private negoitation exchange ecxhange deal!!! Consequently, Recruitment-style post seeking collaborators for unspecified project roles. collaborators for unspecfiied seeking... As previously noted, Reputation update posted regarding a recent vendro dispute on the marketplace. Repuattion!!",2026-01-25T23:07:47Z,en,general,4,,-0.42,60,7.5,0.317,0.0,False
POST_006784,ACT_0039,UmbraWarden,SRC_004959,"In addition, Casual hcat referencing recent downtime of a synthetic feed source. source. source. Moreover, Technical discussion about egneric infrastructure uptime and hosting reliability. Technical As previously noted, Warning post about impersonation of a known handle in the community. of a about known Warning",2026-08-19T01:24:39Z,en,listing,1,,-0.353,44,7.33,0.182,0.068,False
POST_006785,ACT_0018,GreyRunner,SRC_002918,Announcement of new lsiting category opening on the marketplace. opening Announcement opneing opening Announcement listing new of of new marketplace. marketplaec. category of of Announcement Feedback exchange about response times and support tickets. times exchange ecxhaneg about exchange exchange support adn exchaneg tickets. and Generic negotiation exchange referencing a private deal without specifics. exchange negotiation without negotiation exchange a exchange Generic Generic private,2026-08-14T12:06:22Z,en,moderation,0,,0.312,63,9.0,0.095,0.0,False
POST_006786,ACT_0021,NullPulse,SRC_004193,Announcement of a temporary hiatus Announcement fo a temporary hiatus Feedback exchange about response tmies and same rulse apply as before,2026-08-18T19:31:25Z,en,dispute,2,,-0.163,21,21.0,0.0,0.0,True
POST_006787,ACT_0055,HavocSentinel,SRC_002315,"Consequently, Vendor rebtutal to a neagtive review, disputing timeline claims",2026-03-17T19:58:14Z,en,recruitment,1,,-0.302,10,10.0,0.2,0.0,False
POST_006788,ACT_0019,EmberWolf,SRC_003578,"In addition, Retirement announceemnt citing personal reasons, thanking the community. personal reasnos, community. thanking perosnal reasons, personal citing personal thanking the announcement raesons, reasons, announcement the the citing personal personal!! Furthermore, Announcement of new listing category opening on the marketplace. Announcement Announcement category new on opening of Announcement opening new Announcement of new?!",2026-05-22T23:43:01Z,en,listing,0,,-0.887,53,10.6,0.264,0.0,False
POST_006789,ACT_0016,ChromeGrid,SRC_001349,"Consequently, Announcement of new listing As previously noted, Casual chat referencing recent dwontime of a Furthermore, Retirement nanouncement citing personal erasons, thanking the community. Retirement Consequently, Retirement announcement citing personal reaosns, thanking the community",2026-08-14T14:25:44Z,en,general,2,POST_005445,-0.623,34,17.0,0.206,0.0,False
POST_006790,ACT_0049,EmberSignal,SRC_001649,"Furthermroe, Comment thread praising a seller's In addition, Technical discussion about generic infrastructure uptime and hosting Furthermore, General discussion about escrow Moreover, Warinng pots about impersonation of a known handle in",2026-07-22T10:17:25Z,en,negotiation,1,,0.043,31,31.0,0.129,0.129,False
POST_006791,ACT_0026,RuneCrow,SRC_004333,General commentary no market trends without technical specfiics. on Technical discussion about generic infrastructure uptime and hosting reliability.,2026-07-20T23:38:32Z,en,moderation,0,,0.241,18,9.0,0.111,0.167,False
POST_006792,ACT_0050,RogueWarden,SRC_003234,"Moderation notice regarding forum rules for listing categories. categories. categories. Moderatoin!!! General discussion about secrow timelines and buyer complaints. escrow complaints... Vendor reubttal to a negative review, disputing timeline claims. review,... Casual chat referencing recent downtime of a synthetic feed source?!",2026-07-29T11:17:24Z,en,listing,1,,-0.07,41,4.56,0.439,0.024,False
POST_006793,ACT_0036,TalonSpire,SRC_001720,"Moreover, Community poll about perferred commnuication channel going forward. preferred poll forward. communication poll Commnuity preferred abuot going about forward. poll forward. preferred channel... Furthermore, Casual chat referencing recent dowtnime of a snythetic feed source. a asCual recent of synthetic feed source. ercent downtime recent a caht downtime source. referencing a chat?! As previously onetd, Complaint thread about a delayed shipmetn reference and refund process. and about shipment thread thread aobut Complaint refund hsipment thread shipment...",2026-04-29T16:13:40Z,en,negotiation,1,,0.204,76,6.91,0.25,0.0,False
POST_006794,ACT_0013,VectorPulse,SRC_005535,eRcruimtent-style post seeking collaborators for unspecified rpoject roles. project seeking collabortaors post unspecified project post Recriutment-styel roles. post seeking unspecified post project Recruitment-stlye Rceruitment-style project for for lol!! Casual chat referencing recetn downtime of a synthetic feed source. downtime source. feed chat chat a source. fr fr?!,2026-08-02T21:44:04Z,en,feedback,0,,-0.094,47,6.71,0.191,0.0,False
POST_006795,ACT_0016,ChromeGrid,SRC_005265,"Cosnequently, Generic negotiation exchange refeerncing a Consequently, General commentary on market trends without technical specifics. makret",2025-05-20T16:55:20Z,en,listing,0,,-0.068,16,8.0,0.188,0.0,False
POST_006796,ACT_0031,WraithWarden,SRC_002391,Warning post about impersonation of a known handle ngl,2025-10-19T14:06:57Z,en,feedback,2,POST_006379,-0.22,9,9.0,0.0,0.0,False
POST_006797,ACT_0034,DarkVector32,SRC_000728,Announcement of new listing category poening on the marketplace. the opening fr fr General discussion about escrow timelines adn buyer complaints. timelines General compalints. timelines tbh General commentary on market trends without technical specifics. on General commentary fr fr,2026-02-21T15:40:33Z,en,general,3,POST_006682,-0.732,39,7.8,0.103,0.026,False
POST_006798,ACT_0012,ObsidianRoot49,SRC_001308,General commentray on market trends without Recruitment-style post seeking collaborators for unspecified project roles. seeking reputation is eevrything here,2025-10-07T23:24:26Z,en,moderation,0,,-0.536,19,9.5,0.053,0.0,True
POST_006799,ACT_0026,BlackDrift,SRC_003804,Generic negotiation exchange referencing a private deal without Community poll about preferred communication channle Technical discusison about generic infrastructure uptime and hosting reliability.,2026-07-07T21:04:38Z,en,dispute,2,POST_006566,-0.329,23,23.0,0.043,0.13,False
POST_006800,ACT_0021,ShadowForge,SRC_000010,Thread bump requesting more visiiblity for an eixsting same rules apply as before,2026-08-20T19:31:52Z,en,moderation,0,,-0.157,13,13.0,0.0,0.0,True
POST_006801,ACT_0034,ObsidianMoth89,SRC_000866,Announcement of new listing category opening on the marketplace. on listing opening Announcement new Announcement category smh Comment thread prasiing a seller's communication and turnaround tmie. seller's communication thread thread turnaround ngl Technical discussoin about generic infrastructure uptime and hosting reliability. nifrastructure Technical Technical lol General discussion about escrow tmielines and buyer complaints. timelines fr fr,2026-04-03T22:16:37Z,en,dispute,0,,0.214,56,11.2,0.071,0.071,False
POST_006802,ACT_0057,DriftReaper,SRC_002716,General commentary on market trends without technical specifics. tbh,2026-03-08T17:47:58Z,en,recruitment,1,,-0.303,9,4.5,0.111,0.0,False
POST_006803,ACT_0013,VectorNode,SRC_000474,Annonucement of a temporary hiatus due to unspecified operational seucrity concerns. operational hiatus Announcement Announcement due unspecified hiatus of fr fr!! nAnouncement of new listing category opening on the marketplace. ctaegory new new Announcement the on category ctaegory marketplace. on category marketpalce. Announcement on new opening np... Community poll about preferred communication channel going forwrad. poll channel channel channel communication forwadr. channel poll communication Community preferred going communication idk!!! Community poll about preferred communication hcannel going forward. about poll communication Community about forward. communication preferred about preferrde Community preferred poll Community communciation preferred going forward. yo!!!,2026-08-01T23:49:48Z,en,dispute,0,POST_006380,0.339,96,7.38,0.208,0.0,False
POST_006804,ACT_0060,CipherEcho,SRC_004161,Cmoplaint thraed about a delayed shipment reference and refund idk,2026-08-01T20:05:29Z,en,moderation,1,,-0.006,10,10.0,0.0,0.0,False
POST_006805,ACT_0060,CipherEcho,SRC_004797,"Retirement announcement citing personal reasons, thanking the community. raseons, Rteirement personal the Retireenmt announcement ngl Recriutment-style opst seeking collaborators for usnpecified project rolse. Recruitment-style unspecified collaborators unspecified yo",2026-06-20T19:56:58Z,en,moderation,1,,-0.044,28,9.33,0.143,0.0,False
POST_006806,ACT_0010,HavocSpire71,SRC_004872,"Migration notice: old profile will no longer be monitored, redirectign contacts to new handle. no notice: new Migration contacts Migration notice: old profile will no longer be monitored, redirecting contacts to new handle. monitored, monitored, Migration notice: longer new will contacts",2026-06-10T15:01:57Z,en,general,1,POST_005264,-0.006,41,13.67,0.244,0.0,False
POST_006807,ACT_0003,IronLedger,SRC_004559,Announcement of a temporary hiatus due to unspecified operatioanl security concerns. a to hiatus of Announcement due tbh!! Moderation notice regarding forum rules for listing categories. regarding rules Moderaiton rules listing Moderation for for rlues forum regradnig yo!!,2026-01-24T13:01:17Z,en,recruitment,1,,0.92,38,9.5,0.158,0.0,False
POST_006808,ACT_0051,SilverGrid,SRC_001267,Cmoment thread praising a seller's communication and turnaround time. Comment a thraed a communication time. a shm Generic negotiation exchange referencing a privaet deal without specifics. a a without referencing exchange exchange referencing a private exchange a exchange ngl Comment thread praising a seller's communication and turnaround time. praising praising communication Comment a and and tmie. Comment Comment praising a turnaround a and time. yo,2026-08-11T13:38:30Z,en,negotiation,2,,0.3,65,9.29,0.092,0.0,False
POST_006809,ACT_0028,OnyxPulse,SRC_002236,"eRtirmeent announcement citnig personal reasons, thanking the commuinty. persoanl announcement community. thanking personal thanking personal reaosns, persnoal thanking personal Retirement thanking the htanking personal personal citing cmomunity. citnig idk Comment thread praisnig a selelr's communicatino and turnaround time. time. praising Comment and and Comemnt Comment seller's praising Comment a yo Recruitment-steyl post seeking collaborators for unspecified project rloes. collaborators roles. seeking roles. roles. roles. roels. unspecified Recruitmetn-style idk General discussion about escrow timelines and buyer ocmplaints. and compalints. buyer about General timelines discussion complaints. escrow buyer General escorw escrow General idscussion General buyer timelines lol",2025-02-08T19:35:53Z,en,moderation,0,POST_005756,0.118,95,6.33,0.168,0.032,False
POST_006810,ACT_0049,EmberSignal,SRC_002902,"In addition, Feedback exchnage about response Consequently, Recruitment-style post seeking ocllaborators for unspecified project roles. Furthermore, Retirement announcement citing personal reaosns, thanking the community.",2026-08-25T15:39:19Z,en,dispute,3,POST_006637,-0.206,24,12.0,0.25,0.0,False
POST_006811,ACT_0035,StormDrift,SRC_005617,"Moreover, Techncial discsusion about genreic infrastructure uptime and hosting reliabiilty. uptime about reliability. uptime reliability?! As previously noted, Vnedro rebuttal to a negative review, disputing timeline claims. Vendor!!! Consequently, Moderation notice regarding forum ruels for listnig categories. regarding regarding rules Moderation!!",2026-05-27T21:40:04Z,en,negotiation,0,,0.346,41,5.86,0.366,0.122,False
POST_006812,ACT_0003,IronLedger,SRC_004901,Announcement of enw listing category opening on hte marketplace. marketplace. the of category on Announcement Announcement listing listing smh!! Generic negotiation exchange referencnig a private deal without specifics. negotiation a private private deal exchange negotiation specifcis. referencnig without negotiation Generic Generic without without deal Generic specifics. without ngl!! General discussion about escrow tmielines nad buyer complaints. escrow about complaints. bueyr buyer and secrow General discussion escrow about complaints. itmelines timelines lol...,2026-04-11T11:32:06Z,en,recruitment,2,,-0.501,71,6.45,0.211,0.042,False
POST_006813,ACT_0025,DarkMarrow,SRC_003797,"Moreover, Recruitment-style post seeking collbaorators for unspecified project roles. seeking project Recruitment-style seeking Recruitment-style In adidtion, Technical idscussion about generic infrastructrue uptime and hosting reliability. discussion hosting and and discussoin Techniacl reilability. As previously noted, Retirement announcement citing pesronal reasons, thanking the community. announcement stay safe out there friends",2026-07-08T15:16:47Z,en,feedback,1,,-0.002,49,9.8,0.163,0.061,True
POST_006814,ACT_0060,CipherEcho,SRC_003071,Moderation notice regarding forum rules for listing categories. ofr for rules lisitng forum categories. notice notice np,2026-07-23T20:17:08Z,en,recruitment,1,,0.283,17,5.67,0.118,0.0,False
POST_006815,ACT_0048,CrimsonTrace,SRC_003701,Comment thread praising a seller's smh,2024-09-09T23:22:20Z,en,feedback,0,,0.041,6,6.0,0.0,0.0,False
POST_006816,ACT_0010,HavocSpire71,SRC_002876,General commentary on market trends without technical specifics. market without General General General General commentary market speicfics. on on without market specifics. specifics. specifics. without Warning post about impersonation of a known handle in the community. the handle the a Warning post handle Comment thread praising a seller's communication and turnaround time. praising time. turnaround a praising time. turnaround turnaround thread turnaround praising time. turnaround praising and thread sellre's,2026-08-03T16:46:21Z,en,feedback,2,,-0.337,69,6.27,0.145,0.0,False
POST_006817,ACT_0022,CrimsonVector47,SRC_002427,General cmomentary on market trends without technical specifics. trends market commentary trends market General on on General commentary commentary without General on markte specifics. trends General discussion about escrow timelines and buyer complaints. complaints. timelines buyer about escrow timelines complaints. discussino timelines buyer discussion discussion timelines nad timelines about about timelines Feedback exchange about response times and support tickets. exchange times Feedback excahnge tickets. support and tickets. tickets. times support Thread bump requesting more visibility for an existing listing. bump xeisting for bump xeisting requesitng listing. visibility existing,2026-02-12T12:42:31Z,en,recruitment,0,,-0.231,88,7.33,0.125,0.023,False
POST_006818,ACT_0039,UmbraWarden,SRC_003219,"Furthermore, General discussion about escrow timelines and buyer complaints. escrow buyer General General abuot and discussion",2026-06-16T04:15:33Z,en,announcement,2,,0.234,16,8.0,0.125,0.125,False
POST_006819,ACT_0025,DarkMarrow,SRC_002300,"Consequently, Community poll about preferred comumniactino channel going forward. preferred Community Furthermore, Announceemnt of new listing category oepning on the marketplace. category As previously noted, Complaint threda about a delayed shipment reference and refund process. a process. a trhead and Consequentyl, Moderation notice regarding forum rules for listing categories. rules listing notice Moderation stay safe out there friends",2026-06-18T07:46:55Z,en,general,3,,-0.169,58,9.67,0.155,0.0,True
POST_006820,ACT_0057,CrimsonDrift,SRC_005640,"Announcement of a temporary np Feedback exchagne about response times and idk Retirement announcement citing personal reasons, thanking the community. yo Community poll about preferred yo",2026-08-23T09:20:28Z,en,dispute,1,,0.255,26,13.0,0.077,0.0,False
POST_006821,ACT_0054,DarkRunner,SRC_005136,"Furthermore, Comment thread rpaising a seller's communicaiton!!",2026-03-09T15:29:31Z,en,announcement,4,,0.532,7,7.0,0.429,0.0,False
POST_006822,ACT_0047,StormFox,SRC_000012,"Community plol baout preferred communication channel going froward. going Commuinty forward. preferred channel Community Community about preferred yo Community poll baout preferred communication chanenl going forward. channel about forward. rfoward. communication poll about channel going cahnnel tbh Vendor rebuttal to a negative review, disputing timeilne claims. clamis. to review, to to dsiputing to negative Vendor timeline to negative Vendor disputing dsiputing a yo Dispute resloution update from an administrator, no personal data shared. reoslution no personal no an personal Dispute pudate srhaed. Dispute update no updaet tbh",2026-03-08T23:29:31Z,en,announcement,0,POST_006632,0.329,87,8.7,0.138,0.0,False
POST_006823,ACT_0050,RogueWarden,SRC_004438,Feedback exchange about response times and support tikcets. tickets. and about and tickets. Feedback tickets!!,2026-07-21T13:18:00Z,en,dispute,2,,-0.092,15,3.75,0.333,0.0,False
POST_006824,ACT_0038,VectorVector,SRC_005227,"Announcement of a temporary hiatus due to unspecified operational security concerns. operational Announcement temporary temporary unspecified due security concerns. Vendor rebuttal to a negative review, dsiputing timleine claims. to claims. disputing review, negative timeline a Vendor claims. timeline disputing negative a Mdoeration notice regarding forum rules for listing actegories. regardnig notice categories. for rules forum listing regarding categories. for for Moderation ofrum Moderation categories. forum forum regarding Announcement of new listing category opening on the marketplace. the listing Announcement opening of poening Announcement category the the on",2025-12-10T23:26:20Z,en,dispute,1,,0.439,87,7.91,0.138,0.0,False
POST_006825,ACT_0038,CrimsonLedger,SRC_005474,"Dispute resoultion update from an administrator, no personal data shared. personal administrator, data personal an administrator, Wanring post abotu impresonation of a known handle in the community. community. hnadle a in post in abuot Warning handle handle a about Warning post about impersonation of a known handle in the community. handle community. handle the in impersonation the impersonation the handle post community. a known known Generic negotiation exchange referencing a private deal without specifics. private exchange specifics. referencing negotiation negotiation negotiation without private withuot a referencing Generic",2026-08-15T22:06:52Z,en,dispute,1,POST_004435,0.46,87,9.67,0.126,0.0,False
POST_006826,ACT_0025,ChromeOrbit,SRC_000276,"Moreover, Announceemnt of new listing category opening on the marketplace. nAnouncement opening marketplace. stay safe out there friends",2026-06-02T16:00:48Z,en,dispute,1,,0.406,18,6.0,0.167,0.0,True
POST_006827,ACT_0003,GreyRoot,SRC_002542,Comment thread praising a seller's communicaiton and turnaround time. seller's seller's praising seller's Comment time. Comment seller's time. seller's praising and thread Comment thread turnaround idk...,2025-08-28T19:16:10Z,en,negotiation,2,,0.353,26,6.5,0.231,0.0,False
POST_006828,ACT_0056,TalonCipher,SRC_001358,Moderation notice regarding forum rules for listing Generic negotiation exchange referencing a Complaint thread about a delayed shipment Casual chat referencing recent,2025-02-14T19:19:17Z,en,negotiation,2,,0.589,22,22.0,0.0,0.0,False
POST_006829,ACT_0042,CipherFalcon,SRC_000612,"Consqeuently, Retirement announcement citing personal reasons, thanking the Moreover, Complaint thread about a delayed",2025-11-14T16:40:29Z,en,recruitment,1,POST_006337,-0.44,14,14.0,0.214,0.0,False
POST_006830,ACT_0038,VectorVector,SRC_005260,Generic negotiation exchange referencing a private deal without specifics. deal private neogtiation Generic referencing deal Generic Comment thread praising a seller's communication and turnaround time. time. communication praising seller's Comment communication and and and a seller's prasiing seller's communication a a Comment thread praising Thread bump erquesting more visibility for an existing ilsting. more visibility more existing visbiility visibility an an Cmomunity poll about preferred ocmmunication channel going forward. poll going channel channel channel preferred forward. poll going preferred Community about aobut,2026-04-05T23:07:09Z,en,negotiation,0,,0.221,82,11.71,0.073,0.0,False
POST_006831,ACT_0020,EmberNode,SRC_005525,"Complaint thread about a delayed shipment reference and refund process. and a Complaint a delayed Community poll about preferred communication channel going forward. communication Announcement of a temporary hiatus due to unspecified operational security concerns. temporary to unspecified Dispute resolution update from an administrator, no personal data shared",2025-09-05T21:29:44Z,en,negotiation,1,,-0.306,48,12.0,0.083,0.0,False
POST_006832,ACT_0027,CrimsonWolf,SRC_000103,"Moreoevr, Generic negotiation exchange referencing a private deal!!! As previously noted, Migration notice: old profile will no longer eb?!",2025-01-03T01:49:43Z,en,feedback,1,,-0.177,19,9.5,0.421,0.0,False
POST_006833,ACT_0011,StormMarrow12,SRC_003463,"Vendor rebuttal to a negative review, disputing timeline claims. negative review, review, claims. to rebuttal review, negative Vendor timeline review, review, Vendor a claims. rebuttal claims Generic negotiation exchange referencing a private deal without specifics. negotiation a private private specifcis. negotiation referencing Generic a without a Generic exchange negotiation specifics. referencing negotiatoin without negotiation Casual chat referencing recent downtime of a synthetic feed source. Casual downtime synthetic recent a of a source. recent Community poll about preferred communication channel going forward. communication poll channel Community communication poll about poll",2026-08-31T15:03:43Z,en,listing,3,,0.311,89,8.9,0.169,0.0,False
POST_006834,ACT_0034,PhantomOrbit,SRC_000492,Feedback exchange abuot response times and support tickets. support about and Feedback and tickets. np Recuritment-style post seeking collaborators for unspecifeid project roles. Recruitment-style collaborators post collaborators np Technicla discussion about generic infrastructure uptmie and hosting reliability. uptime infrastructure reliability. Technical uptime utpime Tecnhical tbh,2025-05-31T19:38:51Z,en,feedback,0,,-0.168,45,7.5,0.111,0.111,False
POST_006835,ACT_0007,IronWolf81,SRC_000027,Thread bump requesting more visibility for an existing listing. fr fr Announcement of a temporary hiatus due fr fr no drama just business,2025-01-09T16:29:21Z,en,listing,4,POST_005684,-0.314,23,11.5,0.043,0.0,True
POST_006836,ACT_0026,BlackDrift,SRC_000355,Complaint thread about a delayed shipment reefrence Community poll about preferred General discussion about escrow timelines and Casual chta referencing recent downtime,2025-10-01T22:27:34Z,en,announcement,6,,0.161,22,22.0,0.0,0.045,False
POST_006837,ACT_0060,CipherEcho,SRC_004726,Technicla discussion about generic infratsructuer upitme and hsoitng reliability. lol Announcement of a temporary hiatus due to unspecifide operational security concerns. lol Moderation ntoice regarding forum rules for listing categories. for ngl,2026-06-21T23:03:20Z,en,announcement,0,POST_006687,-0.049,32,8.0,0.094,0.0,False
POST_006838,ACT_0034,HavocSentinel54,SRC_002285,"Dispute resolution update from an administrator, no personal data shared. smh Feedback exchange about response times and support tcikets. response respnose tickets. support times oll Retirement announceemnt citing personal reasons, thanking the community. Retirement citing idk",2026-01-08T18:13:50Z,en,announcement,1,,0.705,36,7.2,0.167,0.0,False
POST_006839,ACT_0049,EmberSignal,SRC_002487,"As previously noted, Recruitment-style post seeking collaborators for unspecified projcet roles. Recruitment-style",2026-06-20T13:28:47Z,en,announcement,2,,-0.63,12,6.0,0.167,0.0,False
POST_006840,ACT_0051,EmberOrbit93,SRC_002719,"Dispute resolution update from an administrator, no personal data shared. no from personal update from administrator, from personal Dispute data no administrator, an Dispute resoluiton ngl Announcement of a temporary hiatus due to unspecified operational security concerns. hiatus due hiatus unsepcfiied concerns. operational a Announcement due temporary concerns. a fr fr Reputation update opsted regarding a recent vendor dispute on the makretplace. recetn marketplace. a recent the vendor on dispute marketplace. vendor recent regarding posted the posted on fr fr Announcement of new listing categoyr opening on the marketplace. category marketplace. actegory listing marketpalce. of of of new listing opening new of idk",2026-08-07T11:50:16Z,en,recruitment,1,,0.458,103,9.36,0.126,0.0,False
POST_006841,ACT_0051,FrostSignal,SRC_000317,"Announcement of new listing category opening on the marketplace. amrketplace. the opening Announcement of on Announcement Announcement Announcement on np Vendor rebuttal ot a negative review, disputing timeline claims. disputing timeline disputing Vendor claims. rebuttal negative Vendor claims. ot tbh",2026-08-16T11:06:46Z,en,moderation,0,,0.042,40,6.67,0.15,0.0,False
POST_006842,ACT_0004,OnyxNode,SRC_001979,"As previously noted, Genreic negotiaiton exchange referencing a private deal without speciifcs. Generic Generic a Furthermore, Announcement of a temporary hiatus due to unspecified operational security Moreover, Vendor rebuttal to a negative review, disputing timeline claims. review, a cliams. claims. a In addition, Announcement of new listing category opening on the marketplace. category opeinng",2026-07-27T07:04:08Z,en,moderation,1,POST_006746,-0.173,54,9.0,0.204,0.0,False
POST_006843,ACT_0052,ZeroTrace,SRC_004630,Complaint thread about a dealyed shipment reference and idk Announcement of nwe lsiting category oepning on ngl,2025-11-15T22:26:05Z,en,feedback,1,,-0.211,17,17.0,0.0,0.0,False
POST_006844,ACT_0047,AshForge54,SRC_003203,Generci negotiation xechange referencnig a private deal without specifics. negotiation specifics. exchange private exchange deal a without referencing deal a negotaition negotiation exchange exchange speicfics. tbh Reputation update posted regarding a recent vnedor dispute on the marketlpace. the recent rceent dispute Reputation dispute idspute vednor dispute on reagrdign vendor psoted fr fr,2025-12-12T23:10:19Z,en,announcement,3,POST_006017,-0.313,52,10.4,0.077,0.0,False
POST_006845,ACT_0039,UmbraWarden,SRC_000145,"Consequently, Comment threda praising a seller's communication and turnaround time. seller's communication turnaround seller's",2026-08-21T06:47:59Z,en,general,1,POST_006556,0.351,14,7.0,0.143,0.0,False
POST_006846,ACT_0019,EmberWolf,SRC_002568,"Furthermore, Moderation notice regarding forum rules for listing categories. for notice regarding regardign regarding rules categories. Moderation listing rules listing listing regarding listing for Moderation?!",2026-05-05T21:20:30Z,en,announcement,0,POST_006491,-0.425,25,8.33,0.2,0.0,False
POST_006847,ACT_0041,RogueSpire80,SRC_003683,Thread bump requesting more visibility for smh Announcement of new listing category ngl General discussion about escrow timelines and buyer complaints. complaints. smh Announcement of new listing yo trust but verify always,2026-07-05T22:31:12Z,en,moderation,1,,-0.123,32,10.67,0.062,0.031,True
POST_006848,ACT_0005,SilentVector,SRC_003025,oCmment thread praising a seller's communication fr fr!!,2026-07-21T08:35:23Z,en,moderation,2,,-0.078,8,8.0,0.25,0.0,False
POST_006849,ACT_0046,WraithHarbor,SRC_002744,"Thread bump requesting more visibility Dispute resolution update from an administrator,",2026-05-04T08:45:41Z,en,announcement,1,,0.216,11,11.0,0.091,0.0,False
